num_cities,num_procs,speed,num_cores,CPU,length,route
15,4,34.679968,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,64,167.367698,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,2,11.217983,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,7,33.331724,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,3,11.774026,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,6,39.941406,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,32,174.579474,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,5,197.484975,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,5,13.880156,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,6,49.512885,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,8,29.107585,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,4,20.228403,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,7,43.440389,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,1,1.473862,4,Cluster,1760.101989,0 13 12 2 6 4 3 8 11 7 5 10 9 1 
15,16,35.625237,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,6,23.496065,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,2,2.789862,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
15,7,22.383190,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,32,37.980567,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,64,37.968993,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,8,32.163239,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,16,22.108263,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,16,23.266620,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,32,23.869690,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,9,37.312601,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
16,9,213.897757,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,9,51.692936,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,64,21.514375,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,10,68.994127,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,5,3.511447,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
15,8,72.049811,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
15,9,75.451923,1,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,6,3.073263,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,8,235.904250,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
15,10,44.775259,2,Cluster,1878.128785,0 1 9 10 5 7 11 8 3 4 6 2 12 13 14 
14,7,2.211489,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,8,5.076776,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,10,59.751937,32,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,1,74.065295,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
14,9,5.395351,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,10,6.288583,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
14,16,2.666399,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,10,250.697372,2,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
12,1,0.151710,8,Cluster,1734.490866,0 2 6 4 3 8 11 7 5 10 9 1 
16,16,262.431785,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
12,2,0.150162,8,Cluster,1734.490866,0 2 6 4 3 8 11 7 5 10 9 1 
14,32,3.038217,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
16,32,262.730667,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
16,64,262.174996,1,Cluster,1878.164442,0 14 13 12 2 6 4 3 8 11 7 15 5 10 9 1 
6,1,0.002163,16,Cluster,1568.914868,0 2 4 3 5 1 
14,64,2.182799,4,Cluster,1760.101989,0 1 9 10 5 7 11 8 3 4 6 2 12 13 
6,2,0.001113,16,Cluster,1568.914868,0 2 4 3 5 1 
6,3,0.001494,16,Cluster,1568.914868,0 1 5 3 4 2 
6,4,0.001738,16,Cluster,1568.914868,0 2 4 3 5 1 
6,5,0.002132,16,Cluster,1568.914868,0 1 5 3 4 2 
6,6,0.002599,16,Cluster,1568.914868,0 1 5 3 4 2 
15,1,6.801702,4,Cluster,1878.128785,0 14 13 12 2 6 4 3 8 11 7 5 10 9 1 
6,7,0.002818,16,Cluster,1568.914868,0 1 5 3 4 2 
6,8,0.003631,16,Cluster,1568.914868,0 1 5 3 4 2 
6,9,0.003698,16,Cluster,1568.914868,0 1 5 3 4 2 
